Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
NR3C1	gene	NR3C1	Expert Review Green;Literature;Expert Review Green;Literature;KidGen_MetabolicRenal v38.1.0;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Glucocorticoid resistance, OMIM # 615962			Abnormality of the kidney;HP:0000077	12754700, 1704018, 8445027, 31995340		False	3	100;0;0	8.20	False		ENSG00000113580	ENSG00000113580	HGNC:7978													
NR3C2	gene	NR3C2	Expert Review Green;KidGen_AldoHypertension v38.1.0;Expert Review Green;KidGen_AldoHypertension v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Pseudohypoaldosteronism type I, autosomal dominant, MIM# 177735;MONDO:0008329			Abnormality of the kidney;HP:0000077	11134129;11344206;9662404;16972228;12788847		False	3	100;0;0	8.20	False		ENSG00000151623	ENSG00000151623	HGNC:7979													
NUP107	gene	NUP107	Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Galloway-Mowat syndrome 7, MIM# 618348			Abnormality of the kidney;HP:0000077	28280135;28117080;30179222;25558065		False	3	100;0;0	8.20	True		ENSG00000111581	ENSG00000111581	HGNC:29914													
NUP133	gene	NUP133	Expert Review Green;Literature	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 18, MIM#618177			Abnormality of the kidney;HP:0000077	30179222		False	3	100;0;0	8.20	True		ENSG00000069248	ENSG00000069248	HGNC:18016													
NUP85	gene	NUP85	Expert Review Green;Literature	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 17, MIM#618176			Abnormality of the kidney;HP:0000077	30179222		False	3	100;0;0	8.20	True		ENSG00000125450	ENSG00000125450	HGNC:8734													
NUP93	gene	NUP93	Expert Review Green;Expert list	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 12, MIM#616892			Abnormality of the kidney;HP:0000077	26878725		False	3	100;0;0	8.20	True		ENSG00000102900	ENSG00000102900	HGNC:28958													
OCRL	gene	OCRL	Expert Review Green;Expert list;Expert Review Green;Expert list;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Dent disease 2, MIM #300555;Lowe syndrome, MIM# 309000			Abnormality of the kidney;HP:0000077	19773212, 27625797		False	3	100;0;0	8.20	False		ENSG00000122126	ENSG00000122126	HGNC:8108													
OCRL	gene	OCRL	Expert Review Green;Expert list	Kidneyome_SuperPanel		Renal and urinary tract disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Dent disease 2, MIM#300555;Lowe syndrome, MIM#309000			Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	True		ENSG00000122126	ENSG00000122126	HGNC:8108													
OFD1	gene	OFD1	Expert Review Green;KidGen_CilioNephronop v38.1.0;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Orofaciodigital syndrome I, MIM# 311200;Joubert syndrome 10, MIM# 300804			Abnormality of the kidney;HP:0000077	19800048;22353940		False	3	100;0;0	8.20	True		ENSG00000046651	ENSG00000046651	HGNC:2567													
OSGEP	gene	OSGEP	Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Galloway-Mowat syndrome 3, MIM# 617729			Abnormality of the kidney;HP:0000077	28805828;28272532		False	3	100;0;0	8.20	True		ENSG00000092094	ENSG00000092094	HGNC:18028													
P3H2	gene	P3H2	Expert Review Green;Expert list	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Myopia, high, with cataract and vitreoretinal degeneration (MIM# 614292);Proteinuria, P3H2-related MONDO:0003634			Abnormality of the kidney;HP:0000077	35499085		False	3	100;0;0	8.20	True		ENSG00000090530	ENSG00000090530	HGNC:19317													
PAN2	gene	PAN2	Expert Review Green;Literature;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Syndromic disease MONDO:0002254			Abnormality of the kidney;HP:0000077	PMID:35304602;29620724		False	3	100;0;0	8.20	True		ENSG00000135473	ENSG00000135473	HGNC:20074													
PAX2	gene	PAX2	Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Glomerulosclerosis, focal segmental, 7, MIM#616002			Abnormality of the kidney;HP:0000077	24676634		False	3	100;0;0	8.20	True		ENSG00000075891	ENSG00000075891	HGNC:8616													
PAX2	gene	PAX2	Victorian Clinical Genetics Services;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	Unknown				Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	False		ENSG00000075891	ENSG00000075891	HGNC:8616													
PBX1	gene	PBX1	Expert Review Green;Expert Review Green;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay, OMIM #617641			Abnormality of the kidney;HP:0000077	28566479;29036646		False	3	100;0;0	8.20	True		ENSG00000185630	ENSG00000185630	HGNC:8632													
PCBD1	gene	PCBD1	Expert Review Green;KidGen_Magnesium v38.1.0;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Hyperphenylalaninemia, BH4-deficient, D, MIM# 264070			Abnormality of the kidney;HP:0000077	24848070;24204001		False	3	100;0;0	8.20	False		ENSG00000166228	ENSG00000166228	HGNC:8646													
PDE3A	gene	PDE3A	Expert Review Green;KidGen_AldoHypertension v38.1.0;Expert Review Green;KidGen_AldoHypertension v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hypertension and brachydactyly syndrome, MIM# 112410			Abnormality of the kidney;HP:0000077	25961942		False	3	0;0;0	8.20	False		ENSG00000172572	ENSG00000172572	HGNC:8778													
PDSS2	gene	PDSS2	Victorian Clinical Genetics Services;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	Unknown				Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	False		ENSG00000164494	ENSG00000164494	HGNC:23041													
PHEX	gene	PHEX	Expert Review Green;Literature;Expert Review Green;Literature;KidGen_CalcPhos v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Hypophosphatemic rickets, X-linked dominant;OMIM #307800			Abnormality of the kidney;HP:0000077	31065622		False	3	100;0;0	8.20	False		ENSG00000102174	ENSG00000102174	HGNC:8918													
PKD1	gene	PKD1	Expert Review Green;KidGen_Cystic v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Polycystic kidney disease 1, MIM# 173900			Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	True		ENSG00000008710	ENSG00000008710	HGNC:9008													
PKD2	gene	PKD2	Expert Review Green;KidGen_Cystic v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Polycystic kidney disease 2, MIM#613095 AD			Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	True		ENSG00000118762	ENSG00000118762	HGNC:9009													
PKHD1	gene	PKHD1	Expert Review Green;Expert Review	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	"Polycystic kidney disease 4, with or without hepatic disease, MIM#	263200"			Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	True		ENSG00000170927	ENSG00000170927	HGNC:9016													
PKHD1	gene	PKHD1	Expert Review Green;KidGen_Cystic v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Polycystic kidney disease 4, with or without hepatic disease, MIM# 263200			Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	True		ENSG00000170927	ENSG00000170927	HGNC:9016													
PLCE1	gene	PLCE1	Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 3, MIM# 610725			Abnormality of the kidney;HP:0000077	17086182;18065803;20591883		False	3	100;0;0	8.20	True		ENSG00000138193	ENSG00000138193	HGNC:17175													
PMM2	gene	PMM2	Expert Review Green;Literature	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Hyperinsulinaemic Hypoglycaemia and Polycystic Kidney Disease (HIPKD), MONDO:0020642, PMM2-related			Abnormality of the kidney;HP:0000077	28373276;32595772		False	3	100;0;0	8.20	True		ENSG00000140650	ENSG00000140650	HGNC:9115													
PODXL	gene	PODXL	Expert Review Green;Expert Review Green;Literature;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Nephrotic syndrome			Abnormality of the kidney;HP:0000077	PMID: 30523047, 29244787, 28117080, 24048372		False	3	100;0;0	8.20	True		ENSG00000128567	ENSG00000128567	HGNC:9171													
PRKCSH	gene	PRKCSH	Expert Review Green;KidGen_Cystic v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Polycystic liver disease 1, MIM# 174050, with or without kidney cysts			Abnormality of the kidney;HP:0000077	12577059		False	3	50;50;0	8.20	True		ENSG00000130175	ENSG00000130175	HGNC:9411													
PTH	gene	PTH	Expert Review Green;Expert list;Expert Review Green;Expert list;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hypoparathyroidism, familial isolated 1, MIM# 146200			Abnormality of the kidney;HP:0000077	2212001, 1302009, 10523031, 35165722, 32421798		False	3	100;0;0	8.20	False		ENSG00000152266	ENSG00000152266	HGNC:9606													
PTH1R	gene	PTH1R	Expert Review Green;KidGen_CalcPhos v38.1.0;Expert Review Green;Expert Review Green;KidGen_CalcPhos v38.1.0;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Metaphyseal chondrodysplasia, Murk Jansen type MIM#156400;Failure of tooth eruption, primary MIM#125350;Eiken syndrome MIM#600002;Chondrodysplasia, Blomstrand type MIM#215045			Abnormality of the kidney;HP:0000077	7701349;17164305;8855805;15525660;19061984		False	3	100;0;0	8.20	False		ENSG00000160801	ENSG00000160801	HGNC:9608													
PTPRO	gene	PTPRO	Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 6, MIM# 614196			Abnormality of the kidney;HP:0000077	21722858;34546508;30065916		False	3	100;0;0	8.20	True		ENSG00000151490	ENSG00000151490	HGNC:9678													
REN	gene	REN	Expert Review Green;KidGen_Tubulointerstitial v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Autosomal dominant tubulointerstitial disease			Abnormality of the kidney;HP:0000077	31586593;31406136;28701203;21473025		False	3	100;0;0	8.20	True		ENSG00000143839	ENSG00000143839	HGNC:9958													
REN	gene	REN	Expert Review Green;Expert list;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Renal tubular dysgenesis, MIM# 267430			Abnormality of the kidney;HP:0000077	PMID: 16116425		False	3	100;0;0	8.20	False		ENSG00000143839	ENSG00000143839	HGNC:9958													
RET	gene	RET	Victorian Clinical Genetics Services;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	Unknown				Abnormality of the kidney;HP:0000077			False	3	0;0;0	8.20	False		ENSG00000165731	ENSG00000165731	HGNC:9967													
RET	gene	RET	Expert Review Green;Expert list;Expert Review Green;Expert list;Expert Review Green;Expert Review	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Multiple endocrine neoplasia IIB, MIM# 162300;Multiple endocrine neoplasia IIA, MIM# 171400			Abnormality of the kidney;HP:0000077	8099202;7906866		False	3	100;0;0	8.20	False		ENSG00000165731	ENSG00000165731	HGNC:9967													
RMND1	gene	RMND1	Expert Review Green;KidGen_MetabolicRenal v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 11 MIM#614922			Abnormality of the kidney;HP:0000077	18835491;23022099;25604853;23022098;26395190		False	3	100;0;0	8.20	False		ENSG00000155906	ENSG00000155906	HGNC:21176													
ROBO1	gene	ROBO1	Expert Review Green;Literature;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	"Neurooculorenal syndrome, MIM#	620305"			Abnormality of the kidney;HP:0000077	PMID: 35227688		False	3	100;0;0	8.20	True		ENSG00000169855	ENSG00000169855	HGNC:10249													
ROBO2	gene	ROBO2	Expert Review Green;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	Unknown				Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	False		ENSG00000185008	ENSG00000185008	HGNC:10250													
ROR2	gene	ROR2	Expert Review Green;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	Unknown				Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	False		ENSG00000169071	ENSG00000169071	HGNC:10257													
RPGRIP1L	gene	RPGRIP1L	Expert Review Green;KidGen_CilioNephronop v38.1.0;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 7, MIM# 611560;Meckel syndrome 5, MIM# 611561;COACH syndrome 3, MIM# 619113;Nephronophthisis			Abnormality of the kidney;HP:0000077	17558409;17558407;17960139;26071364		False	3	100;0;0	8.20	True		ENSG00000103494	ENSG00000103494	HGNC:29168													
RRAGD	gene	RRAGD	Expert Review Green;Literature	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Inherited renal tubular disease, MONDO:0015962, RRAGD-related;dilated cardiomyopathy;hypomagnesaemia;renal salt-wasting;nephrocalcinosis			Abnormality of the kidney;HP:0000077	34607910		False	3	100;0;0	8.20	True		ENSG00000025039	ENSG00000025039	HGNC:19903													
RRM2B	gene	RRM2B	Expert Review Green;KidGen_MetabolicRenal v38.1.0;Expert Review Green;KidGen_MetabolicRenal v38.1.0;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Rod-cone dystrophy, sensorineural deafness, and Fanconi-type renal dysfunction, MIM# 268315;Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy) MIM#612075;Mitochondrial DNA depletion syndrome 8B (MNGIE type) MIM#612075			Abnormality of the kidney;HP:0000077	32827185;24741716		False	3	100;0;0	8.20	False		ENSG00000048392	ENSG00000048392	HGNC:17296													
SALL1	gene	SALL1	Expert Review Green;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	Unknown				Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	False		ENSG00000103449	ENSG00000103449	HGNC:10524													
SALL4	gene	SALL4	Expert Review Green;Expert Review Green;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	SALL4- related disorders			Abnormality of the kidney;HP:0000077	20301547		False	3	100;0;0	8.20	True		ENSG00000101115	ENSG00000101115	HGNC:15924													
SARS2	gene	SARS2	Expert Review Green;KidGen_Magnesium v38.1.0;Expert Review Green;KidGen_MetabolicRenal v38.1.0;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	neurodevelopmental disorder MONDO#070009, SARS1-related			Abnormality of the kidney;HP:0000077	35790048;28236339;36041817;34570399		False	3	100;0;0	8.20	False		ENSG00000104835	ENSG00000104835	HGNC:17697													
SCARB2	gene	SCARB2	Victorian Clinical Genetics Services;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	Unknown				Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	False		ENSG00000138760	ENSG00000138760	HGNC:1665													
SCLT1	gene	SCLT1	Expert Review Green;Expert list;Expert list	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Senior-Loken syndrome;Bardet-Biedl syndrome			Abnormality of the kidney;HP:0000077	28486600;30425282;30237576;28005958;24285566		False	3	33;33;33	8.20	True		ENSG00000151466	ENSG00000151466	HGNC:26406													
SCN4A	gene	SCN4A	Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Myotonia congenita, atypical, acetazolamide-responsive , MIM#608390;Myasthenic syndrome, congenital, 16, MIM# 614198;Hypokalemic periodic paralysis, type 2, MIM# 613345;Paramyotonia congenita , MIM#168300;Hyperkalemic periodic paralysis, type 2, MIM# 170500			Abnormality of the kidney;HP:0000077	34671263;11591859;8385748		False	3	100;0;0	8.20	False		ENSG00000007314	ENSG00000007314	HGNC:10591													
SCNN1A	gene	SCNN1A	Expert Review Green;KidGen_AldoHypertension v38.1.0;Expert Review Red;Expert Review	Kidneyome_SuperPanel		Renal and urinary tract disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Bronchiectasis with or without elevated sweat chloride 2 613021 AD;Pseudohypoaldosteronism, type I 264350 AR.;?Liddle syndrome 3 618126 AD			Abnormality of the kidney;HP:0000077	28710092;31301676		False	3	0;0;100	8.20	False		ENSG00000111319	ENSG00000111319	HGNC:10599													
SCNN1B	gene	SCNN1B	Expert Review Green;KidGen_AldoHypertension v38.1.0;Expert Review Green;KidGen_AldoHypertension v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Pseudohypoaldosteronism, type I, MIM# 264350;Liddle syndrome 1, MIM# 177200			Abnormality of the kidney;HP:0000077	8589714		False	3	100;0;0	8.20	False		ENSG00000168447	ENSG00000168447	HGNC:10600													
SCNN1G	gene	SCNN1G	Expert Review Green;KidGen_AldoHypertension v38.1.0;Expert Review Green;KidGen_AldoHypertension v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Pseudohypoaldosteronism, type I, MIM# 264350;Liddle syndrome 2, MIM# 618114			Abnormality of the kidney;HP:0000077	22207244;31655555;28484659;30801930		False	3	100;0;0	8.20	False		ENSG00000166828	ENSG00000166828	HGNC:10602													
SDCCAG8	gene	SDCCAG8	Expert Review Green;KidGen_CilioNephronop v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Bardet-Biedl syndrome 16, MIM# 615993;MONDO:0014444;Senior-Loken syndrome 7, MIM# 613615;MONDO:0013326;Nephronophthisis			Abnormality of the kidney;HP:0000077	20835237;22626039;22626039;32432520;31534065;26968886		False	3	100;0;0	8.20	True		ENSG00000054282	ENSG00000054282	HGNC:10671													
SEC61A1	gene	SEC61A1	Expert Review Green;KidGen_Tubulointerstitial v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hyperuricemic nephropathy, familial juvenile, 4, MIM# 617056			Abnormality of the kidney;HP:0000077	27392076		False	3	100;0;0	8.20	True		ENSG00000058262	ENSG00000058262	HGNC:18276													
SEC63	gene	SEC63	Expert Review Green;Expert list	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Polycystic liver disease 2, MIM#617004			Abnormality of the kidney;HP:0000077	15133510		False	3	50;0;50	8.20	True		ENSG00000025796	ENSG00000025796	HGNC:21082													
SGPL1	gene	SGPL1	Expert Review Green;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 14, MIM# 617575			Abnormality of the kidney;HP:0000077	28165343;28165339		False	3	100;0;0	8.20	True		ENSG00000166224	ENSG00000166224	HGNC:10817													
SHROOM4	gene	SHROOM4	Expert Review Green;Literature;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Congenital anomaly of the kidney and urinary tracy (CAKUT), SHROOM4-related, MONDO:0019719			Abnormality of the kidney;HP:0000077	36379543		False	3	50;50;0	8.20	True		ENSG00000158352	ENSG00000158352	HGNC:29215													
SLC12A1	gene	SLC12A1	Expert Review Green;Expert list;Expert Review Green;Expert list;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Bartter syndrome, type 1, OMIM #601678			Abnormality of the kidney;HP:0000077	8640224, 9355073, 28095294		False	3	100;0;0	8.20	False		ENSG00000074803	ENSG00000074803	HGNC:10910													
SLC12A3	gene	SLC12A3	Expert Review Green;Victorian Clinical Genetics Services;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Gitelman syndrome, MIM# 263800			Abnormality of the kidney;HP:0000077	8528245;11102542		False	3	100;0;0	8.20	False		ENSG00000070915	ENSG00000070915	HGNC:10912													
SLC20A1	gene	SLC20A1	Expert Review Green;Literature	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Bladder-Exstrophy-Epispadias Complex (BEEC)			Abnormality of the kidney;HP:0000077	32850778;27013921		False	3	100;0;0	8.20	True		ENSG00000144136	ENSG00000144136	HGNC:10946													
SLC22A12	gene	SLC22A12	Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Hypouricemia, renal, MIM# 220150, MONDO:0020728			Abnormality of the kidney;HP:0000077	34756726;34412930;26821810;34829836;14655203		False	3	100;0;0	8.20	False		ENSG00000197891	ENSG00000197891	HGNC:17989													
SLC2A2	gene	SLC2A2	Expert Review Green;KidGen_Tubulopathies v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Fanconi-Bickel syndrome, MIM# 227810			Abnormality of the kidney;HP:0000077	22145468;30950137		False	3	100;0;0	8.20	False		ENSG00000163581	ENSG00000163581	HGNC:11006													
SLC2A9	gene	SLC2A9	Expert Review Green;KidGen_Tubulopathies v38.1.0;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Hypouricaemia, renal, 2, MIM# 612076			Abnormality of the kidney;HP:0000077	19926891;25966807;21256783;19026395;21810765		False	3	100;0;0	8.20	False		ENSG00000109667	ENSG00000109667	HGNC:13446													
SLC34A1	gene	SLC34A1	Expert Review Green;KidGen_CalcPhos v38.1.0;Expert Review Green;Expert Review Green;KidGen_CalcPhos v38.1.0;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Nephrolithiasis/osteoporosis, hypophosphatemic, 1 612286;Hypercalcaemia, infantile, 2 MIM#616963			Abnormality of the kidney;HP:0000077	33099630;32216560;31188746;30943683;26047794;33516786;30778725;12324554;32866123		False	3	100;0;0	8.20	False		ENSG00000131183	ENSG00000131183	HGNC:11019													
SLC34A3	gene	SLC34A3	Expert Review Green;KidGen_CalcPhos v38.1.0;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Hypophosphataemic rickets with hypercalciuria, (MIM#241530)			Abnormality of the kidney;HP:0000077	32524022		False	3	100;0;0	8.20	False		ENSG00000198569	ENSG00000198569	HGNC:20305													
SLC36A2	gene	SLC36A2	Expert Review Green;Victorian Clinical Genetics Services;Literature	Kidneyome_SuperPanel		Renal and urinary tract disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Iminoglycinuria, digenic MIM#242600;Hyperglycinuria MIM#138500;Disorders of amino acid transport			Abnormality of the kidney;HP:0000077	26141664;19033659;27604308		False	3	100;0;0	8.20	False		ENSG00000186335	ENSG00000186335	HGNC:18762													
SLC3A1	gene	SLC3A1	Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Cystinuria, MIM# 220100			Abnormality of the kidney;HP:0000077	25964309		False	3	100;0;0	8.20	False		ENSG00000138079	ENSG00000138079	HGNC:11025													
SLC4A1	gene	SLC4A1	Expert Review Green;KidGen_Tubulopathies v38.1.0;Expert Review Green;KidGen_Tubulopathies v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Distal renal tubular acidosis 4 with haemolytic anaemia, MIM# 611590;MONDO:0012700;MONDO:0008368;Distal renal tubular acidosis 1, MIM# 179800			Abnormality of the kidney;HP:0000077	10926824;9312167;9854053;9600966		False	3	100;0;0	8.20	False		ENSG00000004939	ENSG00000004939	HGNC:11027													
