Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Approved Gene Symbol	Entrez Gene ID	Phenotypes
chr7	98400001	132900000	7q22-q32		148750	G7P1			
chr7	98400001	104200000	7q22.1		612130	GAEC1		100126794	
chr7	98400001	107800000	7q22		191390	IBD11		100529151	"{Inflammatory bowel disease 11}, 191390 (2), Multifactorial"
chr7	98400001	107800000	7q22		605633	MUC3B	MUC3B	57876	
chr7	98400001	107800000	7q22		608580	MYH16	MYH16	84176	
chr7	98400001	107800000	7q22		608562	PAPA4		450096	"Polydactyly, postaxial, type A4, 608562 (2)"
chr7	98400001	132900000	7q22-q32		607458	"SCA18, SMNA"		94008	"Spinocerebellar ataxia 18, 607458 (2), Autosomal dominant"
chr7	98400001	107800000	7q22		617677	ZASP			
chr7	98617285	98629869	7q21.3-q22.1	7q22.1	600750	NPTX2	NPTX2	4885	
chr7	98878532	99013241	7q21.2-q22.1	7q22.1	603015	"TRRAP, DEDDFA, DFNA75"	TRRAP	8295	"?Deafness, autosomal dominant 75, 618778 (3), Autosomal dominant; Developmental delay with or without dysmorphic facies and autism, 618454 (3), Autosomal dominant"
chr7	99027440	99144108	7q21.1-q31.1	7q22.1	605568	SMURF1	SMURF1	57154	
chr7	99145804	99219419	7q22.1	7q22.1	614107	KPNA7	KPNA7	402569	
chr7	99325898	99366262	7q21-q22	7q22.1	604220	"ARPC1A, SOP2L"	ARPC1A	10552	
chr7	99374259	99394816	7q21-q22	7q22.1	604223	"ARPC1B, ARC41, IMD71"	ARPC1B	10095	"Immunodeficiency 71 with inflammatory disease and congenital thrombocytopenia, 617718 (3), Autosomal recessive"
chr7	99394673	99408597	7q22.1	7q22.1	607075	"PDAP1, PAP1, PAP"	PDAP1	11333	
chr7	99408969	99419616	7q22.1	7q22.1	603477	"BUD31, G10"	BUD31	8896	
chr7	99416739	99438798	7q22.1	7q22.1	614774	"PTCD1, KIAA0632"	PTCD1	26024	
chr7	99438943	99457373	7q21-q22	7q22.1	603052	"CPSF4, CPSF30, NEB1"	CPSF4	10898	
chr7	99458195	99466167	7q22.1	7q22.1	619792	"ATP5MF, ATP5JL, ATP5J2"	ATP5MF	9551	
chr7	99486519	99500281	7q22.1	7q22.1	619300	ZNF394	ZNF394	84124	
chr7	99504662	99534700	7q22.1	7q22.1	611272	"ZKSCAN5, ZFP95, KIAA1015"	ZKSCAN5	23660	
chr7	99558642	99576453	7q22.1	7q22.1	617891	"ZNF655, VIK"	ZNF655	79027	
chr7	99648194	99679996	7q22.1	7q22.1	605325	"CYP3A5, P450PCN3"	CYP3A5	1577	"{Hypertension, salt-sensitive essential, susceptibility to}, 145500 (3), Multifactorial"
chr7	99705036	99735196	7q22.1	7q22.1	605340	CYP3A7	CYP3A7	1551	
chr7	99756967	99784184	7q22.1	7q22.1	124010	"CYP3A4, VDDR3"	CYP3A4	1576	"Vitamin D-dependent rickets, type 3, 619073 (3), Autosomal dominant"
chr7	99828013	99866093	7q22.1	7q22.1	606534	CYP3A43	CYP3A43	64816	
chr7	99923266	99930747	7q22.1	7q22.1	611925	"GJC3, CX30.2, CX31.3"	GJC3	349149	
chr7	99966730	99976031	7q22.1	7q22.1	194460	"AZGP1, ZAG"	AZGP1	563	
chr7	100015596	100045374	7q21-q22	7q22.1	601260	"ZNF36, KOX18"	ZKSCAN1	7586	
chr7	100049774	100065040	7q21-q22	7q22.1	601261	"ZNF38, KOX25"	ZSCAN21	7589	
chr7	100063837	100082577	7q22.1	7q22.1	194510	ZNF3	ZNF3	7551	
chr7	100088969	100092187	7q22.1	7q22.1	614729	"COPS6, CSN6"	COPS6	10980	
chr7	100092728	100101397	7q22.1	7q22.1	600592	"MCM7, MCM2"	MCM7	4176	
chr7	100093560	100093643	7q22.1	7q22.1	612150	"MIR25, MIRN25"	MIR25	407014	
chr7	100093768	100093847	7q22	7q22.1	612984	"MIR93, MIRN9"	MIR93	407050	
chr7	100093993	100094074	7q22	7q22.1	612983	"MIR106B, MIRN106B"	MIR106B	406900	
chr7	100100794	100109039	7q22.1	7q22.1	602296	"AP4M1, SPG50, CPSQ3"	AP4M1	9179	"Spastic paraplegia 50, autosomal recessive, 612936 (3), Autosomal recessive"
chr7	100107070	100127171	7q22.1	7q22.1	602955	"TAF6, TAF2E, TAFII80, ALYUS"	TAF6	6878	"Alazami-Yuan syndrome, 617126 (3), Autosomal recessive"
chr7	100119634	100125508	7q22.1	7q22.1	610047	"CNPY4, PRAT4B, MGC40499"	CNPY4	245812	
chr7	100148918	100154203	7q22.1	7q22.1	618834	"LAMTOR4, C7orf59"	LAMTOR4	389541	
chr7	100154423	100158723	7q22.1	7q22.1	618350	"MAP11, C7orf43, MCPH25"	TRAPPC14	55262	"?Microcephaly 25, primary, autosomal recessive, 618351 (3), Autosomal recessive"
chr7	100159244	100168617	7q22	7q22.1	608235	GAL3ST4	GAL3ST4	79690	
chr7	100169606	100177381	7q22.1	7q22.1	618446	GPC2	GPC2	221914	
chr7	100177724	100219334	7q22	7q22.1	608489	"STAG3, POF8, SPGF61"	STAG3	10734	"Spermatogenic failure 61, 619672 (3), Autosomal recessive; Premature ovarian failure 8, 615723 (3), Autosomal recessive"
chr7	100219248	100221490	7q22.1	7q22.1	617012	"PVRIG, CD112R, C7orf15"	PVRIG	79037	
chr7	100307702	100322196	7q22.1	7q22.1	617625	"SPDYE3, SPDYB2"	SPDYE3	441272	
chr7	100320640	100336307	7q22.1	7q22.1	605038	"PMS2P1, PMS2L1, PMS3"	PMS2P1	5379	
chr7	100358117	100367831	7q22	7q22.1	605342	PILRB	PILRB	29990	
chr7	100371291	100400096	7q22	7q22.1	605341	PILRA	PILRA	29992	
chr7	100400872	100428703	7q22.1	7q22.1	618900	ZCWPW1	ZCWPW1	55063	
chr7	100428790	100434118	7q22	7q22.1	611478	"MEPCE, BCDIN3"	MEPCE	56257	
chr7	100435282	100436698	7q22.1	7q22.1	618937	"PPP1R35, C7orf47"	PPP1R35	221908	
chr7	100456620	100464260	7q22.1	7q22.1	619782	"SPACDR, C7orf61"	SPACDR	402573	
chr7	100466519	100479214	7p21-p15	7q22.1	611914	"TSC22D4, THG1"	TSC22D4	81628	
chr7	100483927	100494802	7q22.1	7q22.1	615477	NYPA1	NYAP1	222950	
chr7	100539203	100568220	7q22.1	7q22.1	604019	"AGFG2, HRBL, RABR"	AGFG2	3268	
chr7	100572228	100573900	7q22.1	7q22.1	619230	SAP25	SAP25	100316904	
chr7	100586328	100601117	7q22	7q22.1	609097	"FBXO24, FBX24"	FBXO24	26261	
chr7	100602363	100608175	7q21.3-q22	7q22.1	600270	PCOLCE	PCOLCE	5118	
chr7	100612162	100615377	7q22.1	7q22.1	609125	MOSPD3	MOSPD3	64598	
chr7	100620420	100641552	7q22	7q22.1	604720	"TFR2, HFE3"	TFR2	7036	"Hemochromatosis, type 3, 604250 (3), Autosomal recessive"
chr7	100643097	100656448	7q22	7q22.1	612458	"ACTL6B, BAF53B, IDDSSAD, DEE76"	ACTL6B	51412	"Developmental and epileptic encephalopathy 76, 618468 (3), Autosomal recessive; Intellectual developmental disorder with severe speech and ambulation defects, 618470 (3), Autosomal dominant"
chr7	100673740	100679169	7q21	7q22.1	139390	"GNB2, SSS4; NEDHYDF"	GNB2	2783	"Neurodevelopmental disorder with hypotonia and dysmorphic facies, 619503 (3), Autosomal dominant; ?Sick sinus syndrome 4, 619464 (3), Autosomal dominant"
chr7	100679507	100694250	7q22.1	7q22.1	612064	GIGYF1	GIGYF1	64599	
chr7	100706121	100707486	7q22	7q22.1	606113	"POP7, RPP20"	POP7	10248	
chr7	100720468	100723700	7q21	7q22.1	133170	"EPO, MVCD2, ECYT5, DBAL"	EPO	2056	"{Microvascular complications of diabetes 2}, 612623 (3); Erythrocytosis, familial, 5, 617907 (3), Autosomal dominant; ?Diamond-Blackfan anemia-like, 617911 (3), Autosomal recessive"
chr7	100733595	100797797	7q22	7q22.1	602372	ZAN	ZAN	7455	
chr7	100802565	100827523	7q22	7q22.1	600011	"EPHB4, HTK, MYK1, HFASD, CMAVM2, LMPHM7"	EPHB4	2050	"Capillary malformation-arteriovenous malformation 2, 618196 (3), Autosomal dominant; Lymphatic malformation 7, 617300 (3), Autosomal dominant"
chr7	100826869	100867012	7q22	7q22.1	616861	"SLC12A9, CIP1, CCC6"	SLC12A9	56996	
chr7	100867387	100873454	7q22	7q22.1	602933	"TRIP6, OIP1"	TRIP6	7205	
chr7	100875103	100888664	7q22	7q22.1	614469	"SRRT, ARS2"	SRRT	51593	
chr7	100888721	100889715	7q22.1	7q22.1	611481	UFSP1	UFSP1	402682	
chr7	100889994	100896994	7q22	7q22.1	100740	"ACHE, YT"	ACHE	43	"[Blood group, Yt system], 112100 (3)"
chr7	100949534	100968347	7q22	7q22.1	158371	MUC3A	MUC3A	4584	
chr7	100969565	101018936	7q22	7q22.1	604609	"MUC12, MUC11"	MUC12	10071	
chr7	101020081	101058859	7q22	7q22.1	608424	MUC17	MUC17	140453	
chr7	101085481	101097967	7q22.1	7q22.1	616996	TRIM56	TRIM56	81844	
chr7	101127104	101139247	7q21.3-q22	7q22.1	173360	"PAI1, PLANH1, SERPINE1"	SERPINE1	5054	"Plasminogen activator inhibitor-1 deficiency, 613329 (3), Autosomal dominant, Autosomal recessive; {Transcription of plasminogen activator inhibitor, modulator of} (3)"
chr7	101154476	101161276	7q22.1	7q22.1	603531	"AP1S1, CLAPS1, AP19, MEDNIK"	AP1S1	1174	"MEDNIK syndrome, 609313 (3), Autosomal recessive"
chr7	101162509	101169952	7q22	7q22.1	602186	VGF	VGF	7425	
chr7	101170496	101180293	7q22.1	7q22.1	615783	NAT16	NAT16	375607	
chr7	101192886	101201036	7q22.1	7q22.1	610184	"MOGAT3, MGAT3"	MOGAT3	346606	
chr7	101205984	101217581	7q22	7q22.1	603066	"PLOD3, LH3"	PLOD3	8985	"Lysyl hydroxylase 3 deficiency, 612394 (3), Autosomal recessive"
chr7	101218165	101224190	7q22.1	7q22.1	618617	"ZNHIT1, ZNFN4A1"	ZNHIT1	10467	
chr7	101232094	101238820	7q22.1	7q22.1	615778	CLDN15	CLDN15	24146	
chr7	101239472	101245081	7q22.1	7q22.1	609003	"FIS1, TTC11"	FIS1	51024	
chr7	101308307	101311339	7q22.1	7q22.1	618575	"EMSLR, EMS"	EMSLR	101927746	
chr7	101362388	101559024	7q22.1	7q22.1	608927	"EMID2, EMU2, COL26A1"	COL26A1	136227	
chr7	101613330	101629296	7q22.1	7q22.1	617177	"MYL10, PLRLC"	MYL10	93408	
chr7	101816007	102283958	7q22	7q22.1	116896	"CUX1, CUTL1, CDP, GDDI"	CUX1	1523	"Global developmental delay with or without impaired intellectual development, 618330 (3), Autosomal dominant"
chr7	102285141	102321711	7q22	7q22.1	605300	APS	SH2B2	10603	
chr7	102396363	102426666	7q22.1	7q22.1	617458	"PRKRIP1, C114"	PRKRIP1	79706	
chr7	102433575	102456825	7q22.1	7q22.1	610929	"ORAI2, MEM142B, C7orf19"	ORAI2	80228	
chr7	102456238	102464863	7q22.1	7q22.1	613302	"ALKBH4, ABH4"	ALKBH4	54784	
chr7	102464984	102473168	7q22.1	7q22.1	615167	"LRWD1, ORCA"	LRWD1	222229	
chr7	102473128	102478922	7q22-q31.1	7q22.1	604150	POLR2J	POLR2J	5439	
chr7	102551226	102565227	7q22.1	7q22.1	617624	"SPDYE2, SPDYB2L1"	SPDYE2	441273	
chr7	102579646	102616758	7q22	7q22.1	607943	"RASA4, CAPRI, GAPL, KIAA0538"	RASA4	10156	
chr7	102666046	102671663	7q11.2	7q22.1	609881	"POLR2J2, RPB11"	POLR2J2	246721	
chr7	102811189	103074796	7q22.1	7q22.1	609080	"EBXL13, FBL13"	FBXL13	222235	
chr7	102913000	102945111	7q22.1	7q22.1	618749	LRRC17	LRRC17	10234	
chr7	102973430	102988853	7q22.1	7q22.1	612133	NFE4	NFE4	58160	
chr7	103075140	103099759	7q11.2	7q22.1	611864	"ARMC10, SVH"	ARMC10	83787	
chr7	103099776	103150001	7q22.1	7q22.1	612334	NAPEPLD	NAPEPLD	222236	
chr7	103297435	103347542	7q22.1	7q22.1	603131	"PMPCB, MPPB"	PMPCB	9512	"Multiple mitochondrial dysfunctions syndrome 6, 617954 (3), Autosomal recessive"
chr7	103312289	103344767	7q22	7q22.1	605502	"DNAJC2, ZRF1, MPP11"	DNAJC2	27000	
chr7	103347524	103369395	7q22.1-q22.3	7q22.1	154365	"PSMC2, MSS1, S7"	PSMC2	5701	
chr7	103352730	103446207	7q22.1	7q22.1	604943	"SLC26A5, PRES, DFNB61"	SLC26A5	375611	"?Deafness, autosomal recessive 61, 613865 (3), Autosomal recessive"
chr7	103471789	103989658	7q22	7q22.1	600514	"RELN, RL, LIS2, ETL7"	RELN	5649	"{Epilepsy, familial temporal lobe, 7}, 616436 (3), Autosomal dominant; Lissencephaly 2 (Norman-Roberts type), 257320 (3), Autosomal recessive"
chr7	104126341	104208013	7q22.1	7q22.1-q22.2	602331	"ORC5, ORC5L"	ORC5	5001	
chr7	104328603	104908561	7q22.1	7q22.2-q22.3	609719	LHFPL3	LHFPL3	375612	
chr7	104900001	115000000	7q22.3-q31.1		609915	CMD1Q		664728	"Cardiomyopathy, dilated, 1Q, 609915 (2)"
chr7	104900001	107800000	7q22.3		614646	MPVQTL6		100887751	"Mean platelet volume QTL6, 614646 (2)"
chr7	105014205	105115019	7q22	7q22.3	608444	"KMT2E, MLL5, ODLURO"	KMT2E	55904	"O'Donnell-Luria-Rodan syndrome, 618512 (3), Autosomal dominant"
chr7	105114740	105399357	7q22.3	7q22.3	602980	SRPK2	SRPK2	6733	
chr7	105456501	105522271	7q22.3	7q22.3	616261	"PUS7, KIAA1897, IDDABS"	PUS7	54517	"Intellectual developmental disorder with abnormal behavior, microcephaly, and short stature, 618342 (3), Autosomal recessive"
chr7	105532201	105567677	7q22.3	7q22.3	610089	"RINT1, ILFS3"	RINT1	60561	"Infantile liver failure syndrome 3, 618641 (3), Autosomal recessive"
chr7	105963264	106036432	7q22.3	7q22.3	615610	CDHR3	CDHR3	222256	
chr7	106090505	106112576	7q22.3	7q22.3	616665	"SYPL1, SYPL"	SYPL1	6856	
chr7	106248298	106285888	7q22.2	7q22.3	608764	"NAMPT, PBEF1, VF, PBEF"	NAMPT	10135	
chr7	106865282	106908980	7q22	7q22.3	601232	"PIK3CG, IMD97"	PIK3CG	5294	"Immunodeficiency 97 with autoinflammation, 619802 (3), Autosomal recessive"
chr7	107044705	107161811	7q22	7q22.3	176912	PRKAR2B	PRKAR2B	5577	
chr7	107169003	107202522	7q22.3	7q22.3	616714	HBP1	HBP1	26959	
chr7	107201372	107563920	7q31	7q22.3	606821	"COG5, GOLTC1, GTC90, CDG2I"	COG5	10466	"Congenital disorder of glycosylation, type IIi, 613612 (3), Autosomal recessive"
chr7	107470057	107477845	7q22-q31.1	7q22.3	601910	GPR22	GPR22	2845	
chr7	107580007	107623317	7q22.3	7q22.3	619612	"BCAP29, BAP29, B29"	BCAP29	55973	
chr7	107660828	107717809	7q31	7q22.3	605646	"SLC26A4, PDS, DFNB4, EVA, TDH2B"	SLC26A4	5172	"Deafness, autosomal recessive 4, with enlarged vestibular aqueduct, 600791 (3), Autosomal recessive; Pendred syndrome, 274600 (3), Autosomal recessive"
chr7	107744142	107761667	7q22.3	7q22.3	606872	"CBLL1, HAKAI, RNF188"	CBLL1	79872	
chr7	107765469	107803223	7q22-q31.1	7q22.3-q31.1	126650	"SLC26A3, DRA, CLD"	SLC26A3	1811	"Diarrhea 1, secretory chloride, congenital, 214700 (3), Autosomal recessive"
chr7	107800001	127500000	7q31		611015	AUTS9			"{Autism, susceptibility to, 9}, 611015 (2)"
chr7	107800001	127500000	7q31		603678	DFNB14		1706	"Deafness, autosomal recessive 14, 603678 (2), Autosomal recessive"
chr7	107800001	127500000	7q31		603010	DFNB17		1709	"Deafness, autosomal recessive 17, 603010 (2), Autosomal recessive"
chr7	107891107	107921198	7q31-q32	7q31.1	238331	"DLD, LAD, PHE3, DLDD"	DLD	1738	"Dihydrolipoamide dehydrogenase deficiency, 246900 (3), Autosomal recessive"
chr7	107923799	108003161	7q31.1-q31.3	7q31.1	150240	"LAMB1, LIS5"	LAMB1	3912	"Lissencephaly 5, 615191 (3), Autosomal recessive"
chr7	108011662	108130361	7q31.1	7q31.1	616380	LAMB4	LAMB4	22798	
chr7	108147649	108456720	7q31.1-q31.2	7q31.1	601581	"NRCAM, NEDNMS"	NRCAM	4897	"Neurodevelopmental disorder with neuromuscular and skeletal abnormalities, 619833 (3), Autosomal recessive"
chr7	108470417	108528178	7q31	7q31.1	612123	"PNPLA8, MMLA"	PNPLA8	50640	"?Mitochondrial myopathy with lactic acidosis, 251950 (3), Autosomal recessive"
chr7	108541759	108569768	7q31.1	7q31.1	612534	THAP5	THAP5	168451	
chr7	108569874	108574850	7q31.1	7q31.1	602634	"DNAJB9, MDG1"	DNAJB9	4189	
chr7	110662644	111562492	7q31	7q31.1	605977	"IMMP2L, IMP2"	IMMP2L	83943	
chr7	111091127	111125454	7q31.1	7q31.1	619748	"LRRN3, NLRR3"	LRRN3	54674	
chr7	111726110	112206399	7q31	7q31.1	607679	"DOCK4, KIAA0716"	DOCK4	9732	
chr7	112206695	112343934	7q31.1	7q31.1	605465	ZNF277	ZNF277	11179	
chr7	112423174	112477203	7q22-q31	7q31.1	603502	IFRD1	IFRD1	3475	
chr7	112819147	112939875	7q31.1	7q31.1	617855	"BMT2, SAMTOR, C7orf60"	BMT2	154743	
chr7	113082285	113087724	7q31	7q31.1	605188	"GPR85, SREB2"	GPR85	54329	
chr7	113876777	113919009	7q11.23-q21.11	7q31.1	600917	"PPP1R3A, PPP1R3"	PPP1R3A	5506	"Insulin resistance, severe, digenic, 125853 (3), Autosomal dominant"
chr7	114086327	114693765	7q31	7q31.1	605317	"FOXP2, SPCH1, TNRC10, CAGH44"	FOXP2	93986	"Speech-language disorder-1, 602081 (3), Autosomal dominant"
chr7	114922094	115019917	7q31.1	7q31.1-q31.2	614511	"MDFIC, HIC"	MDFIC	29969	
chr7	115935152	116159896	7q31.2	7q31.2	604732	"TFEC, TFECL"	TFEC	22797	
chr7	116210539	116258783	7q31.2	7q31.2	606085	TES	TES	26136	
chr7	116499738	116508541	7q31.1	7q31.2	601048	CAV2	CAV2	858	
chr7	116525009	116561185	7q31.1	7q31.2	601047	"CAV1, BSCL3, CGL3, PPH3, LCCNS"	CAV1	857	"?Lipodystrophy, congenital generalized, type 3, 612526 (3), Autosomal recessive; Pulmonary hypertension, primary, 3, 615343 (3), Autosomal dominant; Lipodystrophy, familial partial, type 7, 606721 (3), Autosomal dominant"
chr7	116672196	116798377	7q31	7q31.2	164860	"MET, DFNB97, OSFD"	MET	4233	"Renal cell carcinoma, papillary, 1, familial and somatic, 605074 (3); Hepatocellular carcinoma, childhood type, somatic, 114550 (3); {Osteofibrous dysplasia, susceptibility to}, 607278 (3), Autosomal dominant; ?Deafness, autosomal recessive 97, 616705 (3), Autosomal recessive"
chr7	116862587	116922049	7q31.2-q31.3	7q31.2	601571	"CAPZA2, CAPPA2"	CAPZA2	830	
chr7	116953501	117230176	7q31.1	7q31.2	600833	"ST7, TSG7, RAY1, FAM4A1"	ST7	7982	
chr7	117275451	117323058	7q31	7q31.2	147870	"WNT2, INT1L1"	WNT2	7472	
chr7	117363222	117427493	7q31.3	7q31.2	605797	"ASZ1, ALP1, ANKL1, GASZ"	ASZ1	136991	
chr7	117480025	117668665	7q31.2	7q31.2	602421	"CFTR, ABCC7, CF, MRP7"	CFTR	1080	"Cystic fibrosis, 219700 (3), Autosomal recessive; Sweat chloride elevation without CF (3); Congenital bilateral absence of vas deferens, 277180 (3), Autosomal recessive; {Pancreatitis, hereditary}, 167800 (3), Autosomal dominant; {Bronchiectasis with or without elevated sweat chloride 1, modifier of}, 211400 (3), Autosomal dominant; {Hypertrypsinemia, neonatal} (3)"
chr7	117700001	127500000	7q31.3		606256	STQTL2		192143	"{Stature QTL 2}, 606256 (2)"
chr7	117710651	117873441	7q31	7q31.31	609772	"CTTNBP2, CORTBP2, KIAA1758"	CTTNBP2	83992	
chr7	118184164	118204035	7q31.31	7q31.31	607288	LSM8	LSM8	51691	
chr7	118224704	118242732	7q31.3	7q31.31	610731	ANKRD7	ANKRD7	56311	
chr7	120272908	120750337	7q31	7q31.31	605410	"KCND2, KIAA1044"	KCND2	3751	
chr7	120787320	120858335	7q31	7q31.31	613138	"TSPAN12, NET2, EVR5"	TSPAN12	23554	"Exudative vitreoretinopathy 5, 613310 (3), Autosomal dominant"
chr7	120950777	120977216	7q31	7q31.31	607493	"ING3, P47ING3"	ING3	54556	
chr7	121325367	121341104	7q31.3	7q31.31	606267	WNT16	WNT16	51384	
chr7	121348878	121396396	7q31.3	7q31.31	608618	FAM3C	FAM3C	10447	
chr7	121873161	122062036	7q31.3	7q31.32	176891	"PTPRZ1, PTP18"	PTPRZ1	5803	
chr7	122073549	122144249	7q31.3	7q31.32	605113	AASS	AASS	10157	"Hyperlysinemia, 238700 (3), Autosomal recessive"
chr7	122301303	122310723	7q31.32	7q31.32	613301	"FEZF1, FEZ, ZNF312B, HH22"	FEZF1	389549	"Hypogonadotropic hypogonadism 22, with or without anosmia, 616030 (3), Autosomal recessive"
chr7	122318411	122886460	7q31.3	7q31.32	609978	"CADPS2, KIAA1591"	CADPS2	93664	
chr7	122994704	122995700	7q31	7q31.32	604867	"TAS2R16, T2R16, BGLPT"	TAS2R16	50833	"{Alcohol dependence, susceptibility to}, 103780 (3), Multifactorial; [Beta-glycopyranoside tasting], 617956 (3), Autosomal dominant"
chr7	123113531	123199971	7q31-q32	7q31.32	606193	"SLC13A1, NAS1"	SLC13A1	6561	
chr7	123536997	123601651	7q32	7q31.32	601677	"NDUFA5, UQOR13"	NDUFA5	4698	
chr7	123567008	123639481	7q31.31	7q31.32	619757	ASB15	ASB15	142685	
chr7	123655866	123664290	7q31.32	7q31.32	608006	"LMOD2, CLMOD, CMD2G"	LMOD2	442721	"Cardiomyopathy, dilated, 2G, 619897 (3), Autosomal recessive"
chr7	123681943	123749003	7q31.3	7q31.32	605056	"WASL, NWASP"	WASL	8976	
chr7	123763708	123877481	7q31	7q31.32	604510	HYAL4	HYAL4	23553	
chr7	123925241	123971414	7q31	7q31.32	600930	SPAM1	SPAM1	6677	
chr7	124743885	124765792	7q31	7q31.33	602583	GPR37	GPR37	2861	
chr7	124822386	124929825	7q31.33	7q31.33	606478	"POT1, CMM10, GLM9"	POT1	25913	"{Glioma susceptibility 9}, 616568 (3), Autosomal dominant; {Melanoma, cutaneous malignant, susceptibility to, 10}, 615848 (3), Autosomal dominant"
chr7	126438598	127252941	7q31.3-q32.1	7q31.33	601116	GRM8	GRM8	2918	
chr7	127500001	132900000	7q32		613063	BCC6		100307123	"{Basal cell carcinoma, susceptibility to, 6}, 613063 (2)"
chr7	127500001	132900000	7q32		600676	CATR1	CATR1	856	
chr7	127500001	132900000	7q32		614220	PBC4		100689215	"Biliary cirrhosis, primary, 4, 614220 (2)"
chr7	127500001	132900000	7q32		609573	PPR3		619471	"Photoparoxysmal response 3, 609573 (2)"
chr7	127500001	138500000	7q32-q33		613909	SCA32			"Spinocerebellar ataxia 32, 613909 (2), Autosomal dominant"
chr7	127580628	127585596	7q32.1	7q32.1	607418	"GCC1, GCC88"	GCC1	79571	
chr7	127588411	127591700	7q31.3	7q32.1	103188	ARF5	ARF5	381	
chr7	127593736	127602144	7q31.3	7q32.1	615800	FSCN3	FSCN3	29999	
chr7	127610292	127618142	7q32	7q32.1	167413	"PAX4, MODY9, KPD"	PAX4	5078	"{Diabetes mellitus, ketosis-prone, susceptibility to}, 612227 (3), Autosomal dominant, Autosomal recessive; Maturity-onset diabetes of the young, type IX, 612225 (3); Diabetes mellitus, type 2, 125853 (3), Autosomal dominant"
chr7	127652194	128092593	7q31.3	7q32.1	602181	"P100, SND1"	SND1	27044	
chr7	128027071	128032128	7q32.1	7q32.1	610486	LRRC4	LRRC4	64101	
chr7	128241278	128257629	7q31.3	7q32.1	164160	"LEP, OB, LEPD"	LEP	3952	"Obesity, morbid, due to leptin deficiency, 614962 (3), Autosomal recessive"
chr7	128297685	128343908	7q32.1	7q32.1	612074	"RBM28, ANES"	RBM28	55131	"?Alopecia, neurologic defects, and endocrinopathy syndrome, 612079 (3), Autosomal recessive"
chr7	128392277	128409982	7q31.3-q32	7q32.1	146690	"IMPDH1, RP10, LCA11"	IMPDH1	3614	"Retinitis pigmentosa 10, 180105 (3), Autosomal dominant; Leber congenital amaurosis 11, 613837 (3), Autosomal dominant"
chr7	128455878	128458418	7q32.1	7q32.1	617905	"HILPDA, HIG2"	HILPDA	29923	
chr7	128476748	128506602	7q32.1	7q32.1	607846	"METTL2B, METL"	METTL2B	55798	
chr7	128671629	128709166	7q32.1	7q32.1	619904	"GARIN1A, GARI, FAM71F2"	GARIN1A	346653	
chr7	128709061	128731743	7q32.1	7q32.1	619905	"GARIN1B, GARIL1, FAM71F1"	GARIN1B	84691	
chr7	128739359	128773400	7q32	7q32.1	603420	CALU	CALU	813	
chr7	128772485	128775794	7q31.3-q32	7q32.1	613522	"OPN1SW, BCP, CBT"	OPN1SW	611	"Colorblindness, tritan, 190900 (3), Autosomal dominant"
chr7	128790761	128822130	7q31-q32	7q32.1	611902	"CCDC136, NAG6, KIAA1793"	CCDC136	64753	
chr7	128830406	128859272	7q32	7q32.1	102565	"FLNC, FLN2, ABPA, ABPL, MFM5, MPD4, CMH26, RCM5"	FLNC	2318	"Cardiomyopathy, familial hypertrophic, 26, 617047 (3), Autosomal dominant; Cardiomyopathy, familial restrictive 5, 617047 (3), Autosomal dominant; Myopathy, distal, 4, 614065 (3), Autosomal dominant; Myopathy, myofibrillar, 5, 609524 (3), Autosomal dominant"
chr7	128862856	128865847	7q32.1	7q32.1	607160	ATP6V1F	ATP6V1F	9296	
chr7	128876865	128910709	7q32.3	7q32.1	609344	KCP	KCP	375616	
chr7	128937032	128950038	7q32	7q32.1	607218	"IRF5, IBD14, SLEB10"	IRF5	3663	"{Inflammatory bowel disease 14}, 612245 (3); {Systemic lupus erythematosus, susceptibility to, 10}, 612251 (3)"
chr7	128954185	129056193	7q32.1	7q32.1	610032	"TNPO3, TRNSR, LGMDD2"	TNPO3	23534	"Muscular dystrophy, limb-girdle, autosomal dominant 2, 608423 (3), Autosomal dominant"
chr7	129144707	129169699	7q32.1	7q32.1	610120	"TSPAN33, PEN"	TSPAN33	340348	
chr7	129188633	129213545	7q31-q32	7q32.1	601500	"SMO, SMOH, CRJS, PHLS"	SMO	6608	"Pallister-Hall-like syndrome, 241800 (3), Autosomal recessive; Basal cell carcinoma, somatic, 605462 (3); Curry-Jones syndrome, somatic mosaic, 601707 (3)"
chr7	129225030	129430211	7q32.1	7q32.1	616520	AHCYL2	AHCYL2	23382	
chr7	129434432	129488399	7q32.1	7q32.1	617919	"STRIP2, FAR11B, FAM40B"	STRIP2	57464	
chr7	129600001	152800000	7q32.2-q36.1		146450	HYSP3		100689211	"Hypospadias 3, autosomal, 146450 (2), Multifactorial, Autosomal dominant"
chr7	129611720	129757076	7q32	7q32.2	600879	NRF1	NRF1	4899	
chr7	129770383	129770492	7q32.2	7q32.2	611607	"MIR182, MIRN182"	MIR182	406958	
chr7	129774692	129774769	7q32.2	7q32.2	611606	"MIR96, MIRN96, DFNA50"	MIR96	407053	"Deafness, autosomal dominant 50, 613074 (3), Autosomal dominant"
chr7	129774905	129775014	7q32.2	7q32.2	611608	"MIR183, MIRN183"	MIR183	406959	
chr7	129830732	129952960	7q32	7q32.2	601082	"UBE2H, UBCH2, UBC8"	UBE2H	7328	
